"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","responses","test_part","stim_type","correct_response","correct"
"586","Set1/042a.jpg","78","image-keyboard-response","530","357787","0.0-3.0-1.263","","","Repeat","n","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","531","358292","0.0-3.0-0.264","","fixation","","",""
"709","Set1/087a.jpg","78","image-keyboard-response","532","359002","0.0-3.0-1.264","","","Repeat","n","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","533","359503","0.0-3.0-0.265","","fixation","","",""
"643","Set1/101a.jpg","78","image-keyboard-response","534","360148","0.0-3.0-1.265","","","Update","n","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","535","360651","0.0-3.0-0.266","","fixation","","",""
"798","Set1/066a.jpg","78","image-keyboard-response","536","361451","0.0-3.0-1.266","","","Repeat","n","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","537","361954","0.0-3.0-0.267","","fixation","","",""
"713","Set1/091a.jpg","79","image-keyboard-response","538","362668","0.0-3.0-1.267","","","Repeat","o","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","539","363168","0.0-3.0-0.268","","fixation","","",""
"866","Set1/077a.jpg","78","image-keyboard-response","540","364035","0.0-3.0-1.268","","","Repeat","n","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","541","364540","0.0-3.0-0.269","","fixation","","",""
"862","Set1/042a.jpg","79","image-keyboard-response","542","365403","0.0-3.0-1.269","","","Repeat","o","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","543","365904","0.0-3.0-0.270","","fixation","","",""
"676","Set1/018a.jpg","78","image-keyboard-response","544","366580","0.0-3.0-1.270","","","Set_1_Only","n","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","545","367080","0.0-3.0-0.271","","fixation","","",""
"682","Set1/058a.jpg","78","image-keyboard-response","546","367763","0.0-3.0-1.271","","","Repeat","n","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","547","368264","0.0-3.0-0.272","","fixation","","",""
"690","Set1/132a.jpg","79","image-keyboard-response","548","368955","0.0-3.0-1.272","","","Update","o","true"
